搜索词,ID,项目名称,造价(百万),项目阶段,省份,城市,公布时间,区域,建面(㎡),行业分类,纬度,经度
污水,1167046,万州江南（密溪沟）污水处理厂项目 (重庆水务环境控股集团有限公司) v.2,300.0,文件草议,重庆,万州区,2022-09-05,华西区,,公用事业设施,30.7136179,108.3926525
污水,1512983,临颍县颍东污水处理厂项目 (临颍县人民政府国有资产监督管理委员会),100.0,构思,河南省,漯河市,2022-09-04,华北区,,公用事业设施,33.688056,113.913056
污水,1512330,无极经济开发区西区污水处理厂及配套管网工程（河北无极经济开发区管理委员会）,90.0,设计,河北省,石家庄市,2022-09-04,华北区,,公用事业设施,38.0429742,114.5088385
污水,1500714,赤城县污水处理厂提标改造工程（赤城县水务局） v.2,50.0,设计,河北省,张家口市,2022-09-04,华北区,,公用事业设施,40.8171433,114.8782861
污水,1395204,东城南污水处理厂提标改造项目(EPC+F) (东营津膜环保科技有限公司) v.2,160.0,主体工程中标/开工,山东省,东营市,2022-09-04,华东区,,公用事业设施,37.4334738,118.6689349
污水,1288316,筠连县农村生活污水综合治理工程（一期）(EPC) (筠连县恒新环保工程有限责任公司) v.3,128.07,主体工程中标/开工,四川省,宜宾市,2022-09-02,华西区,,公用事业设施,28.58689,104.718661
污水,1547159,恩平市2023-2025年农村污水治理项目 (恩平市城市管理和综合执法局),200.0,构思,广东省,江门市,2022-09-02,华南区,,公用事业设施,22.5816619,113.0761073
污水,1549431,灵宝市第一污水处理厂尾水湿地建设工程项目 (三门峡市生态环境局灵宝分局),100.0,构思,河南省,三门峡市,2022-09-02,华北区,,公用事业设施,34.4228647,111.0489969
污水,1551060,潢川县乡镇污水处理工程 (河南省光州生态建设投资有限公司),500.0,构思,河南省,信阳市,2022-09-02,华北区,,公用事业设施,32.075,114.853333
污水,1200340,葛沽PPP营房道西侧市政景观及附属设施工程、葛沽PPP营房道东侧污水泵站工程 (中建方程(天津)城市建设发展有限公司)v.2,100.0,主体工程中标/开工,天津,津南区,2022-09-01,华北区,34004.0,停车场/公用事业设施/基础建设/文娱康乐,38.9899774,117.3802441
污水,1031121,中新天津生态城北部片区雨水、污水、外排合建泵站工程 (天津生态城市政景观有限公司) v.2,200.0,主体工程中标/开工,天津,滨海新区,2022-09-01,华北区,,公用事业设施/基础建设,39.0148619,117.6888233
污水,778263,苍溪县百利新区污水处理厂及污水管网建设 (苍溪县城市管网事务中心) v.3,38.73,主体工程中标/开工,四川省,广元市,2022-09-01,华西区,,公用事业设施/基础建设,32.2685578,105.8395358
污水,1550449,水东水质净化厂工程 (赣州市污水处理有限公司),179.0,构思,江西省,赣州市,2022-09-01,华南区,,公用事业设施,25.703866,115.348216
污水,1549058,陆良县城镇生活污水设施建设项目(陆良县住房和城乡建设局),580.0,构思,云南省,曲靖市,2022-09-01,华西区,,公用事业设施/基础建设,25.4936418,103.7943084
污水,1501345,污水处理厂改造提升工程(广平县污水处理厂 ),106.37,文件草议,河北省,邯郸市,2022-08-31,华北区,,公用事业设施,36.6107711,114.4857072
污水,1537378,污水处理厂升级改造项目 (柘汪临港产业园化工园区三级防控)(连云港赣榆云通水务有限公司)(隶属:江苏凯港集团有限公司)v.2,60.0,设计,江苏省,连云港市,2022-08-31,华东区,,公用事业设施,34.5933134,119.2171662
污水,1486152,泰兴经济开发区南片区污水管网及4号污水提升泵站工程(EPC)(泰兴市滨江管网工程有限公司)(隶属于泰兴市成兴国有资产经营投资有限公司),120.0,主体工程中标/开工,江苏省,泰州市,2022-08-31,华东区,,公用事业设施/基础建设,32.4579729,119.9181174
污水,1490016,岫岩县污水处理厂扩建工程(PPP) (岫岩满族自治县住房和城乡建设局) v.2,163.6,设计,辽宁省,鞍山市,2022-08-31,华北区,,公用事业设施,40.822222,122.8275
污水,1525070,安庆高新区山口污水处理厂项目 (安庆铭宸资产运营有限公司)(安庆高新投资控股有限公司)(隶属:安庆高新技术产业开发区管理委员会),200.0,设计,安徽省,安庆市,2022-08-31,华东区,,公用事业设施,30.6592336,116.6302585
污水,1456788,临县碛口镇等七个乡镇农村生活污水治理项目 (吕梁市生态环境局临县分局) v.2,100.0,文件草议,山西省,吕梁市,2022-08-31,华北区,,公用事业设施/基础建设,37.6855567,111.3178885
污水,1167046,万州江南（密溪沟）污水处理厂项目 (重庆水务环境控股集团有限公司) v.2,300.0,文件草议,重庆,万州区,2022-09-05,华西区,,公用事业设施,30.7136179,108.3926525
污水,1512983,临颍县颍东污水处理厂项目 (临颍县人民政府国有资产监督管理委员会),100.0,构思,河南省,漯河市,2022-09-04,华北区,,公用事业设施,33.688056,113.913056
污水,1512330,无极经济开发区西区污水处理厂及配套管网工程（河北无极经济开发区管理委员会）,90.0,设计,河北省,石家庄市,2022-09-04,华北区,,公用事业设施,38.0429742,114.5088385
污水,1500714,赤城县污水处理厂提标改造工程（赤城县水务局） v.2,50.0,设计,河北省,张家口市,2022-09-04,华北区,,公用事业设施,40.8171433,114.8782861
污水,1395204,东城南污水处理厂提标改造项目(EPC+F) (东营津膜环保科技有限公司) v.2,160.0,主体工程中标/开工,山东省,东营市,2022-09-04,华东区,,公用事业设施,37.4334738,118.6689349
污水,1288316,筠连县农村生活污水综合治理工程（一期）(EPC) (筠连县恒新环保工程有限责任公司) v.3,128.07,主体工程中标/开工,四川省,宜宾市,2022-09-02,华西区,,公用事业设施,28.58689,104.718661
污水,1547159,恩平市2023-2025年农村污水治理项目 (恩平市城市管理和综合执法局),200.0,构思,广东省,江门市,2022-09-02,华南区,,公用事业设施,22.5816619,113.0761073
污水,1549431,灵宝市第一污水处理厂尾水湿地建设工程项目 (三门峡市生态环境局灵宝分局),100.0,构思,河南省,三门峡市,2022-09-02,华北区,,公用事业设施,34.4228647,111.0489969
污水,1551060,潢川县乡镇污水处理工程 (河南省光州生态建设投资有限公司),500.0,构思,河南省,信阳市,2022-09-02,华北区,,公用事业设施,32.075,114.853333
污水,1200340,葛沽PPP营房道西侧市政景观及附属设施工程、葛沽PPP营房道东侧污水泵站工程 (中建方程(天津)城市建设发展有限公司)v.2,100.0,主体工程中标/开工,天津,津南区,2022-09-01,华北区,34004.0,停车场/公用事业设施/基础建设/文娱康乐,38.9899774,117.3802441
污水,1031121,中新天津生态城北部片区雨水、污水、外排合建泵站工程 (天津生态城市政景观有限公司) v.2,200.0,主体工程中标/开工,天津,滨海新区,2022-09-01,华北区,,公用事业设施/基础建设,39.0148619,117.6888233
污水,778263,苍溪县百利新区污水处理厂及污水管网建设 (苍溪县城市管网事务中心) v.3,38.73,主体工程中标/开工,四川省,广元市,2022-09-01,华西区,,公用事业设施/基础建设,32.2685578,105.8395358
污水,1550449,水东水质净化厂工程 (赣州市污水处理有限公司),179.0,构思,江西省,赣州市,2022-09-01,华南区,,公用事业设施,25.703866,115.348216
污水,1549058,陆良县城镇生活污水设施建设项目(陆良县住房和城乡建设局),580.0,构思,云南省,曲靖市,2022-09-01,华西区,,公用事业设施/基础建设,25.4936418,103.7943084
污水,1501345,污水处理厂改造提升工程(广平县污水处理厂 ),106.37,文件草议,河北省,邯郸市,2022-08-31,华北区,,公用事业设施,36.6107711,114.4857072
污水,1537378,污水处理厂升级改造项目 (柘汪临港产业园化工园区三级防控)(连云港赣榆云通水务有限公司)(隶属:江苏凯港集团有限公司)v.2,60.0,设计,江苏省,连云港市,2022-08-31,华东区,,公用事业设施,34.5933134,119.2171662
污水,1486152,泰兴经济开发区南片区污水管网及4号污水提升泵站工程(EPC)(泰兴市滨江管网工程有限公司)(隶属于泰兴市成兴国有资产经营投资有限公司),120.0,主体工程中标/开工,江苏省,泰州市,2022-08-31,华东区,,公用事业设施/基础建设,32.4579729,119.9181174
污水,1490016,岫岩县污水处理厂扩建工程(PPP) (岫岩满族自治县住房和城乡建设局) v.2,163.6,设计,辽宁省,鞍山市,2022-08-31,华北区,,公用事业设施,40.822222,122.8275
污水,1525070,安庆高新区山口污水处理厂项目 (安庆铭宸资产运营有限公司)(安庆高新投资控股有限公司)(隶属:安庆高新技术产业开发区管理委员会),200.0,设计,安徽省,安庆市,2022-08-31,华东区,,公用事业设施,30.6592336,116.6302585
污水,1456788,临县碛口镇等七个乡镇农村生活污水治理项目 (吕梁市生态环境局临县分局) v.2,100.0,文件草议,山西省,吕梁市,2022-08-31,华北区,,公用事业设施/基础建设,37.6855567,111.3178885
污水,1335193,天津市热力有限公司城市污水余热利用及相关管网配套工程(天津市热力有限公司) v.3,145.0,主体工程中标/开工,天津,西青区,2022-08-31,华北区,,公用事业设施/基础建设,39.1403187,117.0029867
污水,1201650,西部组团污水处理厂二期工程 (肥西县人民政府、合肥市水务环境建设投资有限公司) v.2,895.52,主体工程中标/开工,安徽省,合肥市,2022-08-31,华东区,,公用事业设施,31.8665676,117.281428
污水,1355688,徐州高新区工业污水处理厂及配套管网 (一期) (徐州高新技术产业开发区城市建设投资有限公司) (徐州高新技术产业开发区管理委员会) v.3,142.0,主体工程中标/开工,江苏省,徐州市,2022-08-31,华东区,,公用事业设施,34.2665258,117.1810431
污水,1395432,开平市翠山湖高新区污水厂工程 (开平市翠山湖建设发展有限公司),134.0,构思,广东省,江门市,2022-08-30,华南区,,公用事业设施,22.5816619,113.0761073
污水,1513954,乐清市污水处理厂清洁排放技改及再生水利用项目 (乐清市水环境处理有限责任公司) v.2,17.65,主体工程中标/开工,浙江省,温州市,2022-08-30,华东区,,公用事业设施,27.9963899,120.695345
污水,1424144,宜宾市翠屏区水资源处理及管网改造建设项目（天柏污水处理厂三期配套工程）（EPC）(宜宾市三鼎建设工程有限责任公司)v.3,130.0,主体工程中标/开工,四川省,宜宾市,2022-08-30,华西区,,公用事业设施/基础建设,28.58689,104.718661
污水,1546869,河池经济技术开发区都安分园标准厂房及综合配套基础设施项目-子项1产业园标准厂房项目、子项3产业园生活污水处理厂及配套管网项目、子项4园区配套路网及基础设施项目（都安瑶族自治县国有资本投资集团有限公司）,203.93,施工单位招标,广西省,河池市,2022-08-30,华南区,27470.0,住宅/公用事业设施/办公楼/基础建设/工业,24.7169004,107.8857367
污水,1547296,安图县污水处理厂扩建EPC项目(安图县生活污水处理厂),100.0,施工单位招标,吉林省,延边朝鲜族自治州,2022-08-29,华北区,,公用事业设施,42.906993,129.463588
污水,1546898,污水处理厂及配套管网项目 (沧州渤海新区中捷产业园区石化工业园管理办公室),250.0,构思,河北省,沧州市,2022-08-29,华北区,,公用事业设施,38.3042796,116.8511597
污水,1545822,许昌市建安区污水处理体系改造提升项目(许昌市建安区聚能热力有限公司),250.0,主体工程中标/开工,河南省,许昌市,2022-08-29,华北区,,公用事业设施,34.147778,113.714722
污水,1494027,河源市污水处理厂提标升级及配套管网改造项目（高塘片区）(河源市住房和城乡建设局) v.2,680.0,构思,广东省,河源市,2022-08-26,华南区,,公用事业设施/基础建设,23.746777,114.6954482
污水,1544514,郑州新区污水处理厂“再生水+”综合智慧能源利用工程 (郑州市污水净化有限公司),1000.0,构思,河南省,郑州市,2022-08-26,华北区,,公用事业设施,34.7533392,113.6599983
污水,1543874,市政污水管网提升工程一期项目(徐州比迪恩建设有限公司)（徐州经济技术开发区金龙湖城市投资有限公司）,240.0,构思,江苏省,徐州市,2022-08-26,华东区,,公用事业设施/基础建设,34.2665258,117.1810431
污水,1544864,抚顺高新技术产业开发区高新东泽污水处理有限公司二期工程—25000t/d污水处理项目和三期工程-500t/d高浓污水处理项目(抚顺高新东泽污水处理有限公司),489.4,设计,辽宁省,抚顺市,2022-08-26,华北区,,公用事业设施,41.8011658,124.7459491
污水,1509123,中江县兴隆镇污水处理厂及配套管网改扩建工程、中江县辑庆污水处理厂及配套管网改扩建工程 (德阳市凯州投资开发有限责任公司),190.73,构思,四川省,德阳市,2022-08-26,华西区,,公用事业设施,31.1244028,104.39013
污水,1409561,长春市五大污水处理系统“一厂一策”污水提质增效EPC工程—2022年市本级第一批工程(长春城投建设投资(集团)有限公司)v.3,700.0,主体工程中标/开工,吉林省,长春市,2022-08-25,华北区,,公用事业设施,43.8844201,125.3180998
污水,1544664,宣城经济技术开发区西部片区污水系统完善工程项目 (宣城经济技术开发区管理委员会),300.0,构思,安徽省,宣城市,2022-08-25,华东区,,公用事业设施/基础建设,30.9412541,118.7540167
污水,1536194,兴和县现代农业产业科技示范园区污水处理厂扩建项目 (兴和县现代农业产业发展中心),90.0,构思,内蒙古,乌兰察布市,2022-08-25,华北区,,公用事业设施,40.9902685,113.1315646
污水,1544509,滁州市第四污水处理厂一期提标改造EPC工程项目 (中新苏滁(滁州)水务有限公司 ),80.0,构思,安徽省,滁州市,2022-08-25,华东区,,公用事业设施,32.3027377,118.3139455
污水,1544795,泌阳县温庄污水处理厂建设项目 (泌阳县住房和城乡建设局),100.0,构思,河南省,驻马店市,2022-08-25,华北区,,公用事业设施/基础建设,33.0115818,114.0164565
污水,1428585,新宁县高桥镇等四个建制镇污水处理设施建设项目EPCO (新宁县城镇农村建设投资有限公司),73.0,施工单位招标,湖南省,邵阳市,2022-08-25,华南区,,公用事业设施,26.9443424,110.9631102
污水,1543554,污水源及工业余热供暖建设项目(吉林世华源房地产开发有限公司),70.0,构思,吉林省,吉林市,2022-08-24,华北区,,公用事业设施/基础建设,43.8562659,126.5737676
污水,1314485,永州市冷水滩河东污水处理厂及配套工程（一期）（EPC） (永州市城市管理和综合执法局) v.3,237.36,主体工程中标/开工,湖南省,永州市,2022-08-24,华南区,,公用事业设施,25.781344,111.6979977
污水,1542379,原平市同川镇污水处理设施及配套管网建设项目BOT (原平市住房和城乡建设管理局),100.0,构思,山西省,忻州市,2022-08-24,华北区,,公用事业设施/基础建设,38.76502,112.385805
污水,1544358,玉田县城污水处理厂扩建工程(玉田县住房和城乡建设局),197.5,构思,河北省,唐山市,2022-08-24,华北区,,公用事业设施,39.6295951,118.1738712
污水,1453726,中心城区污水提升泵站标准化建设(二期)工程 (苏州市排水有限公司) v.2,65.85,设计,江苏省,苏州市,2022-08-24,华东区,,公用事业设施,31.3016935,120.5810725
污水,1544051,盐湖高新技术开发区污水处理厂改造项目(EPC) (运城市盐湖区住房和城乡建设局),117.0,构思,山西省,运城市,2022-08-24,华北区,,公用事业设施,35.218039,111.053715
污水,1532116,丹江口东环工业污水处理厂(PPP) (丹江口经开区产业投资有限公司) v.2,600.0,主体工程中标/开工,湖北省,十堰市,2022-08-24,华南区,,公用事业设施,32.45269,110.560812
污水,1543127,普洱市镇沅县城及周边污水综合治理建设项目(镇沅彝族哈尼族拉祜自治县住房和城乡建设局),310.0,构思,云南省,普洱市,2022-08-23,华西区,,公用事业设施/基础建设,22.8272471,100.9650146
污水,1307551,陆丰市高质量推进农村生活污水治理项目(陆丰市住房和城乡建设局) v.2,1000.0,文件草议,广东省,汕尾市,2022-08-23,华南区,,公用事业设施/基础建设,23.0123639,115.5099937
污水,1541578,茶陵县污水处理厂扩建与城区管网建设项目 (茶陵县住房和城乡建设局),200.0,主体工程中标/开工,湖南省,株洲市,2022-08-23,华南区,,公用事业设施,27.049812,113.55087
污水,1542046,中江县仓山镇污水处理厂及配套管网工程 (中江凯兴建材有限公司),90.11,构思,四川省,德阳市,2022-08-23,华西区,,公用事业设施,31.1244028,104.39013
污水,1360719,临川区乡村污水处理设施及污水管网建设项目(抚州市临川区城市发展投资集团有限公司),1500.0,构思,江西省,抚州市,2022-08-23,华南区,,公用事业设施/基础建设,27.9511188,116.3530413
污水,1541565,周宁县乡镇生活污水处理设施及管网建设运营市场化项目(周宁县城建市政工程建设投资有限公司),100.0,设计,福建省,宁德市,2022-08-23,华南区,,公用事业设施/基础建设,27.0143281,119.4385501
污水,1541387,光谷科学岛污水泵站1#、光谷科学岛污水泵站2#、智慧一路、神农小路工程(EPC) (武汉光谷科学岛建设发展有限公司),122.13,截标后,湖北省,武汉市,2022-08-23,华南区,,公用事业设施/基础建设,30.5951051,114.2999353
污水,1512966,巴中经开区易涝点整治项目、巴中经开区污水处理厂及管网升级改造项目(四川巴中经济开发区公用事业管理局),700.0,构思,四川省,巴中市,2022-08-22,华西区,,公用事业设施/基础建设,32.040248,107.062301
污水,1539577,土默特右旗污水管网更新11.4公里中水管网新建12.3公里项目工程总承包(EPC) (土默特右旗住房和城乡建设局),96.95,主体工程中标/开工,内蒙古,包头市,2022-08-22,华北区,,公用事业设施/基础建设,40.6174777,109.944912
污水,1469524,徐州泉山经济开发区污水处理厂工程总承包 (徐州泉鼎水务发展有限公司),123.22,主体工程中标/开工,江苏省,徐州市,2022-08-22,华东区,,公用事业设施,34.2665258,117.1810431
污水,1542119,污水处理站污水及污泥治理提升项目(山东嘉华生物科技股份有限公司),33.0,室内装修/封顶后分包工程,山东省,聊城市,2022-08-22,华东区,,公用事业设施,36.4441808,115.9642007
污水,1318816,广东乳源经济开发区新材料产业园污水处理工程 (乳源瑶族自治县银源电力集团有限公司) v.3,100.35,主体工程中标/开工,广东省,韶关市,2022-08-22,华南区,,公用事业设施,24.8136095,113.5922116
污水,1505111,仁寿县城镇污水处理厂及垃圾处理建设项目（仁寿县第三城市生活污水处理厂二期工程）（EPC）(仁寿启源环境工程有限公司),100.0,截标后,四川省,眉山市,2022-08-20,华西区,,公用事业设施,29.9866838,103.7790009
污水,1539695,节能型功率器件用半导体单晶硅片污水站提升改造项目(TCL中环新能源科技股份有限公司),15.92,室内装修/封顶后分包工程,天津,滨海新区,2022-08-19,华北区,,公用事业设施,39.0148619,117.6888233
污水,1510511,厦门市集大污水泵站扩建及出水管道工程 (厦门市政排水管理有限公司) v.2,110.0,设计,福建省,厦门市,2022-08-19,华南区,,公用事业设施/基础建设,24.5438732,118.0768065
污水,1538287,黄石市开发区.铁山区山南污水处理厂尾水人工湿地净化工程(EPC) (黄石市生态环境局开发区.铁山区分局),69.69,截标后,湖北省,黄石市,2022-08-19,华南区,,公用事业设施,30.2024971,115.0334144
污水,1055289,悦来污水处理厂二期扩建工程 (重庆市水务资产经营有限公司)v.4,129.87,主体工程中标/开工,重庆,渝北区,2022-08-18,华西区,,公用事业设施,29.813782,106.743522
污水,1536837,承德市鹰手营子矿区柳源污水处理厂提标改造工程 (承德市鹰手营子矿区城市管理综合行政执法局),69.5,构思,河北省,承德市,2022-08-18,华北区,,公用事业设施,40.9507147,117.9567031
污水,1538755,阳春市龙门墟、大陈墟、轮水墟、乔连墟生活污水处理站及配套管网建设工程(EPC)（阳春市公共工程管理局）,94.53,施工单位招标,广东省,阳江市,2022-08-18,华南区,,公用事业设施,22.0958223,111.7831393
污水,1538320,成武县港航产业园污水处理厂及配套工程 (成武县住房和城乡建设局),220.23,文件草议,山东省,菏泽市,2022-08-18,华东区,,公用事业设施,35.2477266,115.4464761
污水,1398934,湖南平江高新技术产业园区(省级)污水处理厂扩建三期及配套设施建设项目 (湖南平江工业园区管理委员会),300.0,主体工程中标/开工,湖南省,岳阳市,2022-08-17,华南区,,公用事业设施,29.060703,113.348653
污水,1367697,宁夏平罗工业园区精细化工园再生水资源化利用工程项目 (平罗县德渊红崖子园污水处理有限公司) v.4,150.0,室内装修/封顶后分包工程,宁夏省,石嘴山市,2022-08-17,华西区,3000.0,仓储物流/公用事业设施/办公楼,38.9868531,106.3771974
污水,1509206,金坛区工业污水处理厂一企一管项目 (常州江东环境科技有限公司),115.59,主体工程中标/开工,江苏省,常州市,2022-08-16,华东区,,公用事业设施,31.8122623,119.9691539
污水,1536588,德阳经开区污水处理厂项目(德阳市杰阳排水有限公司),70.0,构思,四川省,德阳市,2022-08-16,华西区,,公用事业设施,31.1244028,104.39013
污水,1519785,通山县供水能力提升及污水综合治理项目(EPC) (通山县水务集团有限公司)(通山县城市发展有限公司),728.2,构思,湖北省,咸宁市,2022-08-16,华南区,,公用事业设施/基础建设,29.8437545,114.3169418
污水,1451089,乐平市金山工业园、杨范工业集聚区新建污水处理厂及配套管网项目(江西乐平工业园区管理委员会),450.0,构思,江西省,景德镇市,2022-08-16,华南区,,公用事业设施/基础建设,29.2712774,117.1727822
污水,1536626,瑞丽市第一污水处理厂扩容、提标改造工程（EPC）(瑞丽市住房和城乡建设局),58.74,截标后,云南省,德宏傣族景颇族自治州,2022-08-16,华西区,,公用事业设施,24.4363819,98.5850386
污水,1517737,天目湖镇污水管网建设项目(一期)工程 (江苏天目湖(集团)有限公司),100.0,主体工程中标/开工,江苏省,常州市,2022-08-16,华东区,,公用事业设施/基础建设,31.8122623,119.9691539
污水,672596,安德园区第二污水处理厂(一期) (成都市西汇水环境有限公司)v.2,237.0,主体工程中标/开工,四川省,成都市,2022-08-16,华西区,,公用事业设施,30.6598628,104.0633717
污水,1510152,湖州市南浔区练市镇新建污水处理厂工程 (湖州市南浔区练市镇人民政府),219.0,设计,浙江省,湖州市,2022-08-15,华东区,,公用事业设施,30.8942995,120.0851114
污水,1424183,新建日处理生活污水0.75万吨项目 (吴江桃源生活污水处理有限公司) v.2,112.81,设计,江苏省,苏州市,2022-08-15,华东区,,公用事业设施,31.3016935,120.5810725
污水,1531185,临猗县农村人居环境整治重点村污水管网及处理设施建设工程(临猗县新农村建设服务中心、临猗县乡村振兴服务中心),300.0,构思,山西省,运城市,2022-08-15,华北区,,公用事业设施,35.218039,111.053715
污水,1383792,江西省九江市H362021020600014号永宁路北延伸线西南侧公用设施用地项目(八里湖蛟滩污水处理厂)(九江市八里湖新区城市服务中心),300.0,设计,江西省,九江市,2022-08-15,华南区,,公用事业设施,29.6653828,115.9474861
污水,1535118,于都县城南生活污水处理设施及配套管网建设项目(于都国誉市政工程有限公司),150.0,构思,江西省,赣州市,2022-08-14,华南区,,公用事业设施,25.703866,115.348216
污水,1123225,仪陇县城市生活污水处理厂三期工程 (四川省南充市仪陇县城乡供排水和燃气服务中心) v.2,100.0,施工单位招标,四川省,南充市,2022-08-13,华西区,,公用事业设施,30.8401171,106.1066076
污水,1508462,琼海市2022年度农村生活污水治理项目(琼海市生态环境局),500.0,文件草议,海南省,琼海市,2022-08-11,华南区,,公用事业设施,19.2592373,110.4703445
污水,1504087,荆门化工循环产业园东南片区污水处理厂项目(荆门化工循环产业开发有限公司),600.0,构思,湖北省,荆门市,2022-08-11,华南区,,公用事业设施,31.0375248,112.1937979
污水,1534881,于都县城区2万吨生活污水处理设施及配套管网建设项目(于都国誉市政工程有限公司),100.0,构思,江西省,赣州市,2022-08-11,华南区,,公用事业设施,25.703866,115.348216
污水,1404538,新沂经济开发区工业污水处理厂一期及配套工程 (新沂经济开发区建设发展有限公司),300.0,文件草议,江苏省,徐州市,2022-08-11,华东区,,公用事业设施,34.2665258,117.1810431
污水,1504283,高阳县庞口镇镇区生活污水综合治理工程项目(高阳县住房和城乡建设局) v.2,111.54,设计,河北省,保定市,2022-08-11,华北区,,公用事业设施/基础建设,38.8579735,115.490696
污水,1492219,高捷园污水处理厂二期（一标段）及配套管网建设项目（EPC）(宜宾金工建设投资集团有限公司) v.3,248.0,主体工程中标/开工,四川省,宜宾市,2022-08-10,华西区,,公用事业设施/基础建设,28.58689,104.718661
污水,1532788,鹤壁市浚县农村生活污水治理项目 (鹤壁市生态环境局浚县分局),100.0,构思,河南省,鹤壁市,2022-08-10,华北区,,公用事业设施,35.7494986,114.2912899
污水,1532326,汪仁污水厂提标扩能及周边建设项目 (湖北正源环保科技有限公司),390.0,主体工程中标/开工,湖北省,黄石市,2022-08-10,华南区,,公用事业设施,30.2024971,115.0334144
污水,1532049,建昌县污水处理厂三期工程(建昌县住房和城乡建设局),74.9,构思,辽宁省,葫芦岛市,2022-08-10,华北区,,公用事业设施/基础建设,40.7515443,120.8404789
污水,1532777,包头金属深加工园区硅产业区集中污水回用处理厂项目工程总承包(EPC) (内蒙古包头金属深加工园区管理委员会),127.29,截标后,内蒙古,包头市,2022-08-10,华北区,,公用事业设施,40.6174777,109.944912
污水,1532101,鹤壁市污水处理厂二期项目 (鹤壁市淇滨污水处理有限责任公司),100.0,构思,河南省,鹤壁市,2022-08-10,华北区,,公用事业设施,35.7494986,114.2912899
污水,1530704,威海市初村污水处理厂三期扩建工程(威海水务投资有限责任公司),100.0,设计,山东省,威海市,2022-08-10,华东区,,公用事业设施,37.5120997,122.1152599
污水,1430409,瑞安市塘下污水处理厂工程 (瑞安市排水有限公司) v.3,1000.0,设计,浙江省,温州市,2022-08-10,华东区,,公用事业设施,27.9963899,120.695345
污水,1418127,潮南区五座污水处理厂补缺管网(续建)工程 (汕头市潮南区城市管理和综合执法局) v.3,337.2,主体工程中标/开工,广东省,汕头市,2022-08-09,华南区,,公用事业设施/基础建设,23.3563921,116.6775856
污水,1531393,济南市长清区农村生活污水治理项目(济南长清财金投资集团有限公司、济南金惠产业发展有限公司),689.0,截标后,山东省,济南市,2022-08-09,华东区,,公用事业设施,36.6661305,117.0199472
污水,1532855,祁门县农村生活污水处理工程(黄山市祁门县生态环境分局),250.0,构思,安徽省,黄山市,2022-08-09,华东区,,公用事业设施/基础建设,29.7172627,118.3324811
污水,1397069,惠东县多祝镇皇思扬新区污水处理厂 (惠东县多祝镇人民政府)v.2,108.69,设计,广东省,惠州市,2022-08-09,华南区,,公用事业设施/基础建设,23.1146515,114.4107202
再生水,2009504,朔州市城市供水管网漏损治理和老化更新改造工程项目(朔州市城市管理局),350.0,构思,山西省,朔州市,2024-02-08,华北区,,公用事业设施/基础建设,39.592737,112.541339
再生水,1356609,涡阳县涡北片区城乡供水一体化建设项目 (涡阳县水利局、涡阳县涡美水务有限公司) v.3,1000.0,文件草议,安徽省,亳州市,2023-12-29,华东区,,公用事业设施,33.8490794,115.7730968
再生水,1977748,怒江州泸水市城乡供水一体化项目 (泸水市农村水利工程建设管理)（泸水市水务局）,570.0,设计,云南省,怒江傈僳族自治州,2023-12-29,华西区,,公用事业设施,25.8211184,98.8571798
再生水,1932604,华能大连甘井子区北海工业园区开元管道有限公司28MW分布式光伏发电项目(华能(大连)电力新能源发展有限责任公司) v.2,111.0,设计,辽宁省,大连市,2023-12-29,华北区,,电力,38.9181714,121.6282945
再生水,1942007,"华能大连工业大学28.5MW屋顶分布式光伏发电项目,大连船舶重工集团有限公司45MW屋顶分布式光伏发电项目 (华能(大连)电力新能源发展有限责任公司) v.2",291.0,设计,辽宁省,大连市,2023-12-29,华北区,650000.0,电力,38.9181714,121.6282945
再生水,1978532,大悟县宣化水库供水工程(破竹林水厂)( 大悟县澴河水务集团有限公司),455.0,主体工程中标/开工,湖北省,孝感市,2023-12-29,华南区,,公用事业设施,31.176413,113.922434
再生水,1978242,保康县农村集中供水建设项目（一期）(保康水利开发建设有限公司),100.0,构思,湖北省,襄阳市(原襄樊市),2023-12-29,华南区,,公用事业设施,32.01017,112.13372
再生水,1252928,威宁县海拉海元农业光伏电站（200MW）（EPC） (国家电投集团贵州金元威宁能源股份有限公司) v.6,861.0,主体工程中标/开工,贵州省,毕节市,2023-12-29,华西区,,电力,27.2858633,105.2865997
再生水,1966210,宁河区东部片区中小河流排涝能力提升工程（天津市宁河区水务局） v.2,400.0,设计,天津,宁河区(原宁河县),2023-12-29,华北区,,公用事业设施,37.6047564,114.9095338
再生水,1791429,镇平县新能源及智慧农业装备制造产业园建设项目（EPC）(镇平县鼎宇建设实业有限责任公司) (镇平县聚鼎产业发展有限公司) v.2,1000.0,主体工程中标/开工,河南省,南阳市,2023-12-29,华北区,754470.0,住宅/停车场/办公楼/工业,33.0010496,112.5292693
再生水,1316893,专用车(多孔粒状铵油、重铵油、乳化油炸药现场混装车，MASTER系列多功能现场混装车，运钞车、环卫车)项目(保利澳瑞凯(江苏)矿山机械有限公司) v.2,70.0,主体工程中标/开工,江苏省,泰州市,2023-12-28,华东区,,仓储物流/办公楼/工业,32.4579729,119.9181174
再生水,1963254,洞口县整县分散式风电项目 （东南粤水电投资有限公司） v.2,2100.0,设计,湖南省,邵阳市,2023-12-28,华南区,,电力,26.9443424,110.9631102
