搜索词,ID,项目名称,造价(百万),项目阶段,省份,城市,公布时间,区域,建面(㎡),行业分类,纬度,经度
供水,1125445,洛江区城乡供水一体化项目(EPC） (福建省水利投资集团泉州洛江水务有限责任公司) v.4,396.58,主体工程中标/开工,福建省,泉州市,2022-12-02,华南区,,公用事业设施,25.1901863,118.338717
供水,1592094,城阳区供水提质增效项目-夏庄街道社区供水改造工程(EPC)(青岛顺清源环境有限公司) v.3,57.59,主体工程中标/开工,山东省,青岛市,2022-12-02,华东区,,公用事业设施/基础建设,36.0637967,120.3192081
供水,1514254,广东省江门市开平市城乡供水一体化项目 (开平市公用实业资产经营有限公司)（EPC） v.2,83.93,主体工程中标/开工,广东省,江门市,2022-12-01,华南区,,公用事业设施/基础建设,22.5816619,113.0761073
供水,1634691,湖南省长沙市430121002014GB00008号长沙县经开区西冲路以南、中轴路以西公用设施用地项目(廖家祠堂水厂一期项目)(长沙供水有限公司),,未确定,湖南省,长沙市,2022-12-01,华南区,,公用事业设施,28.1450774,113.2384362
供水,1503918,普洱市西盟县城市供水工程 (西盟乡村建设发展有限责任公司),210.0,设计,云南省,普洱市,2022-11-30,华西区,,公用事业设施/基础建设,22.8272471,100.9650146
污水,1672766,中国—东盟（北海）渔业产业园污水处理厂及配套建设项目（一期） (北海廉州湾投资开发有限公司),108.0,构思,广西省,北海市,2023-01-19,华南区,,公用事业设施,21.4845174,109.1165772
污水,1228683,七星坝污水处理厂二期工程（EPC） (绵阳市水务(集团)有限公司) v.4,358.57,主体工程中标/开工,四川省,绵阳市,2023-01-19,华西区,,公用事业设施,31.4602714,104.7160723
污水,1669685,介休市汾河廊带义安镇万户堡片区农村生活污水综合治理一期项目 (介休市义安镇人民政府),80.0,设计,山西省,晋中市,2023-01-18,华北区,,公用事业设施/基础建设,37.6866796,112.7383414
污水,1540811,广汉市区域污水处理能力提升工程（一期）项目 ( 广汉兴鑫水务有限责任公司 ),800.0,主体工程中标/开工,四川省,德阳市,2023-01-18,华西区,,公用事业设施,31.1244028,104.39013
污水,1610550,新乡市凤泉区污水处理厂项目(EPC)(新乡市凤泉湖实业有限公司) v.3,400.0,主体工程中标/开工,河南省,新乡市,2023-01-18,华北区,,公用事业设施,35.308611,114.051111
污水,1510004,省际毗邻区南谯片区专业污水处理厂、净化湿地及配套市政工程(EPC+O) (滁州理想建设投资发展有限公司) v.2,120.0,主体工程中标/开工,安徽省,滁州市,2023-01-17,华东区,,公用事业设施,32.3027377,118.3139455
污水,1642883,石狮高新区污水处理厂综合提升项目(石狮市城市管理局),80.0,设计,福建省,泉州市,2023-01-17,华南区,,公用事业设施,25.1901863,118.338717
污水,1672040,赤岭污水处理厂(陵水黎族自治县水务局),90.0,未确定,海南省,陵水黎族自治县,2023-01-17,华南区,,公用事业设施,18.568333,109.947222
污水,1671583,扶沟县乡镇污水处理工程PPP (周口市生态环境局扶沟分局),500.0,构思,河南省,周口市,2023-01-17,华北区,,公用事业设施,33.6306299,114.6423617
污水,1600398,郊区乡镇政府驻地污水处理设施提质增效工程 (铜陵金诚投资集团有限公司),100.0,设计,安徽省,铜陵市,2023-01-16,华东区,,公用事业设施,30.9474585,117.805068
污水,1012770,泸州市城东污水处理厂二期工程 (泸州市兴泸污水处理有限公司) v.3,498.34,主体工程中标/开工,四川省,泸州市,2023-01-16,华西区,,公用事业设施,28.5297899,105.5382725
污水,1670665,兰考县镇区污水处理厂及配套管网工程项目EPC (兰考县城市建设投资发展有限公司),400.0,施工单位招标,河南省,开封市,2023-01-16,华北区,,公用事业设施/基础建设,34.604167,114.497222
污水,1670450,范县城区污水处理厂尾水人工湿地水质净化工程 (范县城区污水处理厂尾水人工湿地水质净化工程建设管理局)(范县水利局),94.0,构思,河南省,濮阳市,2023-01-16,华北区,,公用事业设施,35.7631348,115.0234071
污水,1486772,"太和县第三污水处理厂二期扩建、中水回用及配套管网建设项目 (太和县第三污水处理厂,太和县住房和城乡建设局)v.2",500.0,设计,安徽省,阜阳市,2023-01-15,华东区,,公用事业设施,32.8926763,115.8090001
污水,1605183,海丰县城第三污水处理厂建设项目 (海丰县住房和城乡建设局) v.2,402.35,设计,广东省,汕尾市,2023-01-15,华南区,,公用事业设施/基础建设,23.0123639,115.5099937
污水,1669085,柘荣县农村生活污水治理提升工程(柘荣县住房和城乡建设局),100.0,构思,福建省,宁德市,2023-01-12,华南区,,公用事业设施,27.0143281,119.4385501
污水,1525198,沭阳县城南污水处理厂扩建工程 (沭阳县城乡水务发展有限公司) v.3,258.97,主体工程中标/开工,江苏省,宿迁市,2023-01-12,华东区,,公用事业设施,33.9644701,118.2696994
污水,1595090,赤水市工业园区污水处理提升改造项目(贵州赤水生态环保投资有限公司) v.2,100.0,设计,贵州省,遵义市,2023-01-11,华西区,,公用事业设施,27.7254142,107.0269573
污水,1645166,自流井区片区污水管网新建项目（污水处理扩能提升） (自贡市盐都建设有限责任公司 ),300.0,设计,四川省,自贡市,2023-01-11,华西区,,公用事业设施,29.2995746,104.6928392
污水,1667238,平潭综合实验区城乡水务一体化全区污水巩固提升工程 (福建省水利投资集团(平潭)水务有限公司),100.0,构思,福建省,福州市,2023-01-11,华南区,,公用事业设施/基础建设,26.0774954,119.2918215
污水,1666577,牡丹江污水提升项目EPC工程总承包项目 (牡丹江龙江环保水务有限公司),231.86,主体工程中标/开工,黑龙江省,牡丹江市,2023-01-11,华北区,,公用事业设施,44.5498406,129.6259558
污水,562135,百色市田东石化工业园区污水处理项目(二期1.5万吨) (百色市田东县工业集中区管理委员会),150.0,设计,广西省,百色市,2023-01-10,华南区,,公用事业设施,23.9053605,106.6148824
污水,1553114,丰顺县农村生活污水综合治理项目( 梅州市生态环境局丰顺分局),200.0,构思,广东省,梅州市,2023-01-09,华南区,,公用事业设施,24.2918414,116.1171428
污水,1647209,南梧大道污水泵站工程(南宁市排水有限责任公司) v.2,61.0,设计,广西省,南宁市,2023-01-09,华南区,,公用事业设施,22.8193063,108.3627211
污水,1186034,四川夹江经开区污水处理厂扩容提档及配套管网项目 (乐山高新投夹江基地开发建设有限责任公司 ),380.0,构思,四川省,乐山市,2023-01-09,华西区,,公用事业设施,29.5851296,103.747791
污水,1631883,福州青口新区环境工程（污水处理厂）扩能及提标改造工程、青口汽车城工业开发区污水厂提标改造工程（EPC+F） (福建青口海峡环保有限公司) v.2,99.71,主体工程中标/开工,福建省,福州市,2023-01-09,华南区,,公用事业设施,26.0774954,119.2918215
污水,1664525,广东省珠海市金湾区工业污水及环境基础设施提级扩能建设项目 (珠海市生态环境局金湾分局),500.0,构思,广东省,珠海市,2023-01-09,华南区,,公用事业设施,22.273734,113.5721327
污水,1664386,固始县第三污水处理厂工程 (固始县城市管理局),250.0,构思,河南省,信阳市,2023-01-06,华北区,,公用事业设施,32.075,114.853333
污水,1629803,第二污水处理厂工程(EPC) (安徽淮相科技发展有限公司)v.3,130.64,主体工程中标/开工,安徽省,淮北市,2023-01-06,华东区,,公用事业设施,33.9566098,116.7928916
污水,1663523,铁山港园区工业污水处理厂(一期)工程 (北海市路港建设投资开发有限公司),300.0,构思,广西省,北海市,2023-01-06,华南区,,住宅/公用事业设施/办公楼/文娱康乐,21.4845174,109.1165772
污水,1663963,永康市城镇污水系统联通工程 (永康市水投水资源管理有限公司),100.0,构思,浙江省,金华市,2023-01-06,华东区,,公用事业设施,29.1080344,119.6486487
污水,1661578,通榆县开通污水处理厂建设项目(通榆创富基础设施建设有限公司),150.0,主体工程中标/开工,吉林省,白城市,2023-01-06,华北区,,公用事业设施,45.4086001,123.1327161
污水,1660501,南县经开区污水处理站提质扩容及配套管网建设项目(南县硕普建设开发有限公司),150.0,主体工程中标/开工,湖南省,益阳市,2023-01-05,华南区,,公用事业设施/基础建设,28.5562003,112.3497606
污水,1659787,中石化安庆分公司循环水排污水治理项目(中国石油化工股份有限公司安庆分公司),150.0,文件草议,安徽省,安庆市,2023-01-05,华东区,,公用事业设施,30.6592336,116.6302585
污水,1659469,广西高端不锈钢制品轻工园区污水处理厂及配套管网工程(梧州市安邻投资发展有限公司),200.0,构思,广西省,梧州市,2023-01-04,华南区,,住宅/公用事业设施/办公楼,23.5715402,111.0139268
污水,1658666,柘城县乡镇污水处理厂建设项目 (柘城县农村农业局),200.0,构思,河南省,商丘市,2023-01-04,华北区,,公用事业设施,34.4168215,115.6507447
污水,1657605,龙泉驿区污水治理三年攻坚行动项目（2022）(成都市龙泉驿区水务局),500.0,构思,四川省,成都市,2023-01-03,华西区,,公用事业设施/基础建设,30.6598628,104.0633717
污水,1658550,淄川区范阳河污水处理厂及配套管网建设工程(EPC)(淄博市淄川区住房和城乡建设局),100.0,施工单位招标,山东省,淄博市,2023-01-03,华东区,,公用事业设施,36.819626,117.980675
污水,1657020,郸城县污水处理厂5万/吨日尾水人工湿地及3万吨/日中水回用工程 (郸城县益民污水处理有限责任公司),150.0,构思,河南省,周口市,2022-12-30,华北区,,公用事业设施,33.6306299,114.6423617
污水,1546995,南京“兴智中心”污水主干管工程(EPC) (南京新港开发有限公司) v.2,105.0,主体工程中标/开工,江苏省,南京市,2022-12-30,华东区,,公用事业设施/基础建设,32.0438284,118.7788631
污水,1578613,天镇县污水处理二厂工程项目 (天镇县二十里铺工业园区污水处理管理有限公司、大同市生态环境局天镇分局) v.2,60.0,文件草议,山西省,大同市,2022-12-30,华北区,,公用事业设施,40.0919817,113.2951122
污水,1656955,东莞市麻涌镇豪丰电镀、印染专业基地电镀废水处理厂(东莞市豪丰工业污水处理有限公司),50.0,文件草议,广东省,东莞市,2022-12-30,华南区,13014.0,公用事业设施/办公楼/石油化工,23.0205969,113.7457788
污水,1656188,内江市东兴区水域及垃圾处置建设项目-内江市东兴区车星村等16个农村集居点生活污水处理设施工程、内江市东兴区场镇污水处理设施及管网完善工程项目(内江市东兴区住房和城乡建设局),100.0,施工单位招标,四川省,内江市,2022-12-30,华西区,,公用事业设施/基础建设,29.6602202,104.9192806
污水,1285232,东莞市清溪厦坭污水处理厂二期工程(东莞市石鼓污水处理有限公司) v.3,216.47,主体工程中标/开工,广东省,东莞市,2022-12-29,华南区,,公用事业设施,23.0205969,113.7457788
污水,1656540,咸来墟污水处理设施及配套管网工程(海口市美兰区水务局),80.0,主体工程中标/开工,海南省,海口市,2022-12-29,华南区,,公用事业设施,20.0462328,110.1956502
污水,916690,5万吨/日工业污水处理异地扩建项目 (绍兴市上虞区水处理发展有限责任公司) v.4,277.81,室内装修/封顶后分包工程,浙江省,绍兴市,2022-12-29,华东区,,公用事业设施,29.9992425,120.576854
污水,1608451,合阳县经济技术开发区污水处理厂建设项目(陕西合阳工业区投资开发有限公司) v.2,100.0,文件草议,陕西省,渭南市,2022-12-29,华西区,,公用事业设施,34.5169112,109.4643291
污水,1443260,荣成市区污水处理厂提标改造及配套管网建设项目 (荣成市住房和城乡建设局),500.0,构思,山东省,威海市,2022-12-28,华东区,,公用事业设施/基础建设,37.5120997,122.1152599
污水,1655095,金阳县污水处理厂及管网建设项目 （EPC）(金阳县住房和城乡建设局),86.55,构思,四川省,凉山彝族自治州,2022-12-28,华西区,,公用事业设施/基础建设,27.8849814,102.2657395
污水,1222193,东莞市虎门宁洲污水处理厂三期工程(东莞市石鼓污水处理有限公司) v.3,100.0,主体工程中标/开工,广东省,东莞市,2022-12-27,华南区,,公用事业设施,23.0205969,113.7457788
污水,1654461,平舆县产业集聚区污水处理厂提标扩容改造和小草河等西部城区水域生态质量综合提升项目 (平舆县绿源治污有限限公司),100.0,构思,河南省,驻马店市,2022-12-27,华北区,,公用事业设施/基础建设,33.0115818,114.0164565
污水,1500615,临汾经济开发区甘亭污水处理工程EPC (临汾经济开发区管理委员会规划建设部) v.2,197.84,主体工程中标/开工,山西省,临汾市,2022-12-27,华北区,,公用事业设施,36.229963,111.381767
污水,1608685,咸宁市宝塔污水处理厂网一体化项目 (咸宁市城市排水管理处) v.2,370.0,设计,湖北省,咸宁市,2022-12-27,华南区,,公用事业设施,29.8437545,114.3169418
污水,1598123,平南县江南片区污水处理提质增效工程建设项目（EPC）(平南县龚州污水处理有限公司) v.3,376.0,主体工程中标/开工,广西省,贵港市,2022-12-26,华南区,,公用事业设施,23.3594346,110.0412939
污水,1652031,汉源县城镇生活污水处理厂技改工程(汉源县鸿源市政工程建设有限责任公司 ),90.0,主体工程中标/开工,四川省,雅安市,2022-12-26,华西区,,公用事业设施,29.8931184,102.7416508
污水,1650199,张店东部化工区污水处理厂提标扩建项目 (光水(淄博张店)污水处理有限公司),70.0,施工单位招标,山东省,淄博市,2022-12-26,华东区,,公用事业设施,36.819626,117.980675
污水,1652653,陆丰市碣石镇污水处理厂扩建及配套管网工程 (陆丰市碣石镇人民政府),100.0,构思,广东省,汕尾市,2022-12-26,华南区,,公用事业设施/基础建设,23.0123639,115.5099937
污水,1484773,沁阳市污水管网延伸和污水废气除臭工程(EPC) (沁阳市城市建设投资开发有限公司) (沁阳市环境保护局),102.82,施工单位招标,河南省,焦作市,2022-12-23,华北区,,公用事业设施/基础建设,35.1375,113.143889
污水,1593029,合江县污水垃圾综合处理一体化建设项目( 合江县城市开发投资(集团)有限公司),200.0,文件草议,四川省,泸州市,2022-12-23,华西区,,公用事业设施/基础建设,28.5297899,105.5382725
污水,1462438,石湫污水处理厂扩建工程项目 (南京溧水秦源污水处理有限公司) v.2,101.88,设计,江苏省,南京市,2022-12-23,华东区,,公用事业设施,32.0438284,118.7788631
污水,1651922,阳新县富池镇污水管网工程（二期）项目 (阳新县住房和城乡建设局),80.0,构思,湖北省,黄石市,2022-12-23,华南区,,公用事业设施/基础建设,30.2024971,115.0334144
污水,1458288,福建省龙岩市2022挂5号上杭县白砂镇塘丰村上杭新材料科创谷智慧园区茶白线东侧、经二路北侧公用设施用地项目(又名: 福建上杭新材料科创谷污水处理厂工程建设项目) (清杭鼎峰开发建设有限公司),90.0,文件草议,福建省,龙岩市,2022-12-23,华南区,,公用事业设施,25.0767425,117.0123483
污水,1469342,白沙门一期污水处理厂扩容工程(海口市水务集团有限公司)v.3,273.7,主体工程中标/开工,海南省,海口市,2022-12-23,华南区,,公用事业设施,20.0462328,110.1956502
污水,1472426,2022年椰林镇村庄污水治理及英州镇村庄污水管网延伸项目(陵水黎族自治县水务集团有限公司) v.2,392.29,文件草议,海南省,陵水黎族自治县,2022-12-23,华南区,,公用事业设施/基础建设,18.568333,109.947222
污水,1652365,博罗县城罗阳街道江南片区污水处理厂一期及部分配套管网建设工程 (博罗县市政园林事务中心),122.4,构思,广东省,惠州市,2022-12-23,华南区,,公用事业设施,23.1146515,114.4107202
污水,1480933,古蔺县煌家沟污水处理设施工程(泸州市古蔺县住房和城乡规划建设局) v.2,384.02,设计,四川省,泸州市,2022-12-23,华西区,,公用事业设施,28.5297899,105.5382725
污水,1558766,辽河流域兴隆台区支流水系连通及水环境综合治理工程项目(除曙光地区污水处理厂部分) (盘锦市兴隆台区住房和城乡建设局),432.7,构思,辽宁省,盘锦市,2022-12-23,华北区,,公用事业设施/基础建设,41.1796147,122.0524321
污水,1627224,市区污水处理项目(EPC)（阳江市城市管理和综合执法局）v.2,187.0,设计,广东省,阳江市,2022-12-23,华南区,,公用事业设施,22.0958223,111.7831393
污水,1395040,贾得新兴产业园污水处理厂（一期）及配套管网项目(尧都高新技术产业开发区建设投资有限公司) v.2,100.0,文件草议,山西省,临汾市,2022-12-23,华北区,,公用事业设施/基础建设,36.229963,111.381767
污水,1584586,四川古蔺酱香酒谷产业园区茅溪基地污水处理设施建设项目-厂区部分( 古蔺县川南建设发展有限公司 ) v.2,226.78,主体工程中标/开工,四川省,泸州市,2022-12-23,华西区,,公用事业设施,28.5297899,105.5382725
污水,1651509,府谷县乡镇污水处理提升改造工程 (府谷县住房和城乡建设局),80.0,构思,陕西省,榆林市,2022-12-23,华西区,,公用事业设施,38.2851657,109.7290619
污水,1651467,普湾经济区高家污水处理厂工程(大连松木岛水务有限公司),95.53,构思,辽宁省,大连市,2022-12-23,华北区,,公用事业设施,38.9181714,121.6282945
污水,1629785,黎川县农村污水处理提升改造项目(EPC)(黎川县投资发展集团有限公司),100.0,构思,江西省,抚州市,2022-12-22,华南区,,公用事业设施/基础建设,27.9511188,116.3530413
污水,1477501,长岭县三青山镇污水处理及管网建设项目(长岭县三青山镇人民政府),65.0,构思,吉林省,松原市,2022-12-22,华北区,,公用事业设施,45.1386775,124.8170805
污水,1561955,麻阳县县城污水处理厂扩容及建制镇污水处理工程 (麻阳苗族自治县住房和城乡建设局),180.0,构思,湖南省,怀化市,2022-12-22,华南区,,公用事业设施/基础建设,27.659483,110.143549
污水,1554718,洪雅县城市污水处理设施综合提升建设项目 （EPC）(洪雅县城投国有资产经营有限公司),150.0,主体工程中标/开工,四川省,眉山市,2022-12-22,华西区,,公用事业设施,29.9866838,103.7790009
污水,1630517,广昌县城市污水再生利用工程(广昌县住房和城乡建设局),100.0,构思,江西省,抚州市,2022-12-22,华南区,,公用事业设施/基础建设,27.9511188,116.3530413
污水,1624494,迁西县城区污水处理厂升级改造及管网工程(迁西县住房和城乡建设局),347.0,构思,河北省,唐山市,2022-12-22,华北区,,公用事业设施/基础建设,39.6295951,118.1738712
污水,1593467,信宜市工业园第二污水处理厂及配套管网工程 (信宜市信业产业和工业园投资有限公司),170.0,构思,广东省,茂名市,2022-12-22,华南区,,公用事业设施/基础建设,21.6656961,110.9209511
污水,1501707,茶陵县城东污水处理项目 (茶陵县犀城水务有限公司),250.0,构思,湖南省,株洲市,2022-12-22,华南区,,公用事业设施,27.049812,113.55087
污水,1608633,保亭县城镇污水处理提升工程(保亭黎族苗族自治县水务服务中心),150.0,构思,海南省,保亭黎族苗族自治县,2022-12-22,华南区,,公用事业设施,18.594444,109.648333
污水,1610090,盱眙县马坝污水处理厂(淮安市盱眙城市资产经营有限责任公司),20.0,构思,江苏省,淮安市,2022-12-22,华东区,,公用事业设施,33.5524785,119.1075773
污水,1461386,夏邑县第一污水处理厂升级改造及尾水湿地自净系统项目(夏邑县住房和城乡建设局) v.2,300.0,设计,河南省,商丘市,2022-12-22,华北区,,公用事业设施,34.4168215,115.6507447
污水,1447206,夏邑县第五污水处理厂及配套管网建设工程 (夏邑县住房和城乡建设局) v.2,450.0,设计,河南省,商丘市,2022-12-22,华北区,,公用事业设施,34.4168215,115.6507447
污水,1590594,中山市港口镇污水处理有限公司三期工程 (广东省中山市11-2022-200号港口镇西街社区公用设施用地项目) (中山市港口镇城市建设和管理局)（EPC） v.3,170.2,主体工程中标/开工,广东省,中山市,2022-12-21,华南区,,公用事业设施,22.5196895,113.3870834
污水,1364609,金乡县2022年度农村生活污水治理项目 (金乡县水务局),271.14,构思,山东省,济宁市,2022-12-21,华东区,,公用事业设施/基础建设,35.4125047,116.5849266
污水,1628612,夹江县城市生活污水处理厂升级改造及配套管网建设项目(夹江县振新投资有限公司),500.0,未确定,四川省,乐山市,2022-12-21,华西区,,公用事业设施,29.5851296,103.747791
污水,1233970,临沂高新区第二污水处理厂工程项目 (临沂产业发展投资集团有限公司) v.4,600.0,主体工程中标/开工,山东省,临沂市,2022-12-21,华东区,,公用事业设施,35.1032403,118.3506988
污水,1518681,南城县污水处理一体化项目 (南城县城镇建设投资有限公司),323.87,构思,江西省,抚州市,2022-12-20,华南区,,公用事业设施,27.9511188,116.3530413
污水,1547547,开封东部新城雨污水资源化利用工程 (开封市祥符区建祥实业有限公司),300.0,构思,河南省,开封市,2022-12-20,华北区,,公用事业设施,34.604167,114.497222
污水,1649405,铁岭县铁南经济开发区二期污水处理厂项目 (铁岭县住房和城乡建设局),100.0,构思,辽宁省,铁岭市,2022-12-20,华北区,,公用事业设施,42.6345121,124.2858328
污水,1446280,官亭镇污水处理厂提标扩容工程 (肥西县官亭镇人民政府)v.2,57.08,主体工程中标/开工,安徽省,合肥市,2022-12-20,华东区,,公用事业设施,31.8665676,117.281428
污水,1645202,公用工程中心环保装置污水回用技术改造项目 (天津渤化化工发展有限公司),60.0,构思,天津,滨海新区,2022-12-20,华北区,,公用事业设施,39.0148619,117.6888233
污水,1648066,海拉尔区城镇污水TOT项目工艺消缺技改项目 (呼伦贝尔北控水务有限公司),96.4,构思,内蒙古,呼伦贝尔市,2022-12-20,华北区,,公用事业设施,49.2125235,119.7370167
污水,1246427,第二污水处理厂(三期)项目 (东阳市水务投资集团有限公司),100.0,构思,浙江省,金华市,2021-08-03,华东区,,公用事业设施,29.1080344,119.6486487
污水,1190773,城南污水处理厂及配套管网工程项目（ppp） (东海县水务局),182.26,设计,江苏省,连云港市,2021-08-03,华东区,,公用事业设施,34.5933134,119.2171662
污水,1239333,花丛镇镇庙污水处理站(不含污水管网) (恩阳区城乡建设投资有限责任公司),313.0,构思,四川省,巴中市,2021-08-03,华西区,,公用事业设施,32.040248,107.062301
污水,1239085,关公镇天官污水处理站(不含污水管网) (恩阳区城乡建设投资有限责任公司),313.0,构思,四川省,巴中市,2021-08-03,华西区,,公用事业设施,32.040248,107.062301
污水,1239308,渔溪镇酒店污水处理站(不含污水管网) (恩阳区城乡建设投资有限责任公司),313.0,构思,四川省,巴中市,2021-08-03,华西区,,公用事业设施,32.040248,107.062301
污水,1242177,黑龙江红岗经济开发区污水处理厂及配套设施工程(黑龙江红岗经济开发区服务中心),52.67,主体工程中标/开工,黑龙江省,大庆市,2021-08-03,华北区,,公用事业设施,46.3240228,124.5598093
污水,1247036,商水县产业集聚区工业污水处理厂建设项目 (商水县城市管理局),300.0,构思,河南省,周口市,2021-08-02,华北区,,公用事业设施,33.6306299,114.6423617
污水,1243529,衡阳县城乡污水垃圾处理一体化建设项目 (衡阳县住房和城乡建设局),100.0,构思,湖南省,衡阳市,2021-08-02,华南区,,仓储物流/公用事业设施/工业,26.8971308,112.5666191
污水,1246063,葫芦岛经济开发区污水处理公司提升改造工程(葫芦岛经济开发区开发建设投资有限公司)（葫芦岛经济开发区管理委员会）,100.0,构思,辽宁省,葫芦岛市,2021-07-30,华北区,,公用事业设施,40.7515443,120.8404789
污水,1195996,建制镇污水处理工程项目 (大城县住房和城乡建设局 ) v.2,170.0,设计,河北省,廊坊市,2021-07-30,华北区,,公用事业设施,39.5302055,116.6926134
污水,1241530,保山昌源水务有限责任公司保山市中心城区污水系统完善提升项目 (保山昌源水务有限责任公司),600.0,主体工程中标/开工,云南省,保山市,2021-07-28,华西区,,公用事业设施,25.1147115,99.1591622
污水,1242501,那曲镇污水处理厂二期建设项目 (那曲市城市管理和综合执法局),300.0,构思,西藏,那曲市(原那曲地区),2021-07-27,华西区,,公用事业设施,21.7491601,108.344131
污水,1242588,温岭市东部新区北片污水处理厂扩建工程 (温岭市东部开发建设有限公司),190.0,构思,浙江省,台州市,2021-07-26,华东区,,公用事业设施,28.6581723,121.4163876
污水,1238273,白沟新城白沟镇综合行政执法办公室白沟新城污水处理厂提升改造项目(白沟新城白沟镇综合行政执法办公室),120.0,构思,河北省,保定市,2021-07-25,华北区,,公用事业设施,38.8579735,115.490696
污水,1239982,武陟县环境保护局武陟县农村生活污水治理项目 (武陟县环境保护局),800.0,构思,河南省,焦作市,2021-07-23,华北区,,公用事业设施,35.1375,113.143889
污水,1237951,天全县农村生活污水处理项目（2021-2022年）(雅安市天全生态环境局),100.0,未确定,四川省,雅安市,2021-07-23,华西区,,公用事业设施,29.8931184,102.7416508
污水,1227327,六枝特区中心城区污水二期扩容项目 (六枝特区水务有限责任公司) v.2,102.0,设计,贵州省,六盘水市,2021-07-22,华西区,,公用事业设施/基础建设,26.5963778,104.8279652
污水,910249,小哨国际新城污水处理厂(一期) (云南滇中汇能智慧能源有限公司) v.2,80.0,主体工程中标/开工,云南省,昆明市,2021-07-21,华西区,,公用事业设施,25.0363006,102.7086139
污水,1184001,秀洲区王江泾工业污水处理工程(EPC) (嘉兴市秀洲工业水生态环保有限公司) v.3,392.15,主体工程中标/开工,浙江省,嘉兴市,2021-07-20,华东区,,公用事业设施,30.7474425,120.7510971
污水,954285,大厂县污水集中处理项目(大厂回族自治县住房和城乡建设局)(PPP) v.2,529.48,主体工程中标/开工,河北省,廊坊市,2021-07-20,华北区,,公用事业设施,39.5302055,116.6926134
污水,1234444,河北省沧州市黄骅市旧城镇白庄园区污水处理厂(PPP)项目及配套路网管网项目 (黄骅市旧城镇人民政府),135.8,构思,河北省,沧州市,2021-07-20,华北区,,公用事业设施,38.3042796,116.8511597
污水,1238263,阜宁县建制镇污水处理设施全运行建设工程 (阜宁县住房和城乡建设局),282.6,施工单位招标,江苏省,盐城市,2021-07-20,华东区,,公用事业设施/基础建设,33.349559,120.1577019
污水,1135521,先行区引爆区安置西区北侧社区公园、地下污水处理厂及污水提升泵站项目(又名：济南新旧动能转换先行区引爆区污水处理厂工程)(PPP)(济南先行投资有限责任公司) v.3,369.7,设计,山东省,济南市,2021-07-19,华东区,,公用事业设施,36.6661305,117.0199472
污水,1219222,莆田湄洲湾石门澳污水处理厂二期工程 (莆田市水务集团港城水务科技有限责任公司) v.2,589.71,设计,福建省,莆田市,2021-07-19,华南区,,公用事业设施,25.4965882,118.8500963
污水,1067591,江阴市青阳镇中心污水处理厂工程(EPC) (江阴市青阳镇集体资产管理有限公司)(江阴市青阳镇人民政府) v.2,148.42,主体工程中标/开工,江苏省,无锡市,2021-07-18,华东区,,公用事业设施/办公楼,31.5776626,120.2952752
污水,1235555,阳泉市桃河中水管网建设EPC总承包工程（阳泉市污水处理厂）,200.0,施工单位招标,山西省,阳泉市,2021-07-16,华北区,,公用事业设施/基础建设,38.0935972,113.5265601
污水,1222797,睢宁县城东污水处理厂(二期)(创源污水处理厂(三期))扩建 (睢宁县润田水务有限公司)(睢宁县水利局)(睢宁县水务有限责任公司) v.2,238.61,设计,江苏省,徐州市,2021-07-16,华东区,,公用事业设施,34.2665258,117.1810431
污水,1052755,临平北污水厂(一期) (杭州余杭环境控股集团有限公司)(杭州余杭水务控股集团有限公司),2000.0,设计,浙江省,杭州市,2021-07-15,华东区,,公用事业设施,30.2489634,120.2052342
污水,1154696,泗洪县乡镇及村居污水处理PPP项目 (泗洪久安水务有限公司),30.0,主体工程中标/开工,江苏省,宿迁市,2021-07-15,华东区,,公用事业设施,33.9644701,118.2696994
污水,1191225,仲恺高新区排水及污水处理一体化特许经营项目 (惠州仲恺高新技术产业开发区住房和城乡规划建设局) v.3,508.0,主体工程中标/开工,广东省,惠州市,2021-07-15,华南区,,公用事业设施,23.1146515,114.4107202
污水,1233701,三门峡市乡村振兴农村污水处理设施及配套管网建设项目 (三门峡兴湖开发建设有限公司),200.0,主体工程中标/开工,河南省,三门峡市,2021-07-15,华北区,,公用事业设施,34.4228647,111.0489969
污水,1230958,伊川县污水处理厂三期扩建及乡镇污水处理厂二期工程 (伊川县住房和城乡建设局),130.0,构思,河南省,洛阳市,2021-07-15,华北区,,公用事业设施,34.6196539,112.4477046
污水,1034649,浦东新区海滨污水处理厂扩建工程 (上海南汇排水有限公司)v.5,1212.98,主体工程中标/开工,上海,浦东新区,2021-07-13,华东区,,公用事业设施,31.2217826,121.5387401
污水,1232856,霍州市第二生活污水处理厂 (霍州市城市建设工程项目开发中心),50.0,设计,山西省,临汾市,2021-07-13,华北区,,公用事业设施,36.229963,111.381767
污水,844577,乐山市第二污水处理厂提标改造及配套管网建设项目(EPC)(乐山高新投资发展(集团)有限公司) v.2,172.02,主体工程中标/开工,四川省,乐山市,2021-07-13,华西区,,公用事业设施/基础建设,29.5851296,103.747791
污水,1218686,沁水县端氏镇污水处理厂项目 (沁水县端氏镇人民政府) v.2,50.0,设计,山西省,晋城市,2021-07-12,华北区,,公用事业设施,35.4913132,112.8454497
